p,partial_sum_inv_p
38333,1.4123038643873558
38453,1.4123298701606375
38459,1.4123558718767508
38501,1.4123818452280923
38639,1.412407725815064
38669,1.4124335863234816
38723,1.4124594107689017
38861,1.4124851435086665
38873,1.4125108683047976
38891,1.4125365811946693
38933,1.4125622663460833
39089,1.412587848990817
39233,1.4126133377375354
39239,1.4126388225867925
39419,1.4126641910639228
39443,1.41268954410502
39521,1.4127148471084865
39551,1.4127401309192624
39569,1.4127654032283934
39659,1.4127906181859062
39779,1.4128157570782867
39953,1.412840786487843
39971,1.4128658046259932
39983,1.4128908152555109
39989,1.412915822132402
40193,1.412940702086623
40283,1.4129655264542222
40343,1.4129903139018587
40559,1.4130149693420815
40763,1.4130395013932062
40823,1.413063997388111
40853,1.413088475394622
40949,1.4131128960153942
41081,1.413137238168701
41231,1.4131614917642967
41243,1.4131857383031032
41381,1.4132099039830046
41399,1.4132340591558348
41603,1.4132580958839553
41609,1.41328212914599
41621,1.4133061554788509
41669,1.4133301541349261
41729,1.4133541182845584
41969,1.4133779453950446
42023,1.4134017418874416
42071,1.4134255112297438
42089,1.4134492704067259
42131,1.4134730058984066
42221,1.4134966907945483
42359,1.4135202985284419
42473,1.413543842897806
42611,1.413567311016367
42719,1.4135907198040258
42743,1.413614115447757
42821,1.413637468475477
42923,1.4136607660082683
43013,1.4136840147935192
43313,1.413707102550082
43391,1.4137301488039136
43541,1.4137531156627363
43649,1.4137760256950394
43661,1.4137989294306386
43691,1.4138218174396107
43721,1.413844689743538
43793,1.4138675244431476
43943,1.413890281196214
44111,1.4139129512785065
44129,1.413935612113785
44189,1.413958242180091
44249,1.413980841560868
44273,1.4140034286907213
44501,1.4140259000958582
44543,1.4140483503125028
44651,1.414070746227488
44699,1.4140931180926304
44729,1.4141154749528329
44879,1.4141377570892442
44909,1.4141600243407972
45053,1.4141822204209695
45119,1.4142043840327516
45131,1.4142265417513928
45179,1.4142486759287762
45263,1.414270769029101
45329,1.414292829961396
45569,1.4143147747045328
45599,1.414336705010022
45641,1.4143586151346905
45971,1.414380367978875
46181,1.4144020219058147
46199,1.4144236673959767
46229,1.414445298839443
46349,1.4144668742779638
46523,1.4144883690224987
46589,1.4145098333166455
46619,1.4145312837982087
46643,1.4145527232424984
46691,1.4145741406462806
46703,1.414595552547015
46751,1.4146169424638082
47189,1.414638133843155
47279,1.4146592848827286
47363,1.4146803984101657
47501,1.4147014505985407
47513,1.4147224974699233
47543,1.4147435310605676
47609,1.4147645354925027
47639,1.4147855266971878
47741,1.4148064730535692
48029,1.414827293807697
48131,1.414848070438143
48221,1.4148688082909457
48239,1.4148895384055833
48413,1.4149101940146138
48479,1.4149308215028047
48563,1.4149514133113832
48593,1.4149719924071378
48731,1.4149925132255081
48761,1.4150130214185312
49103,1.4150333867729903
49193,1.415053714868451
49253,1.4150740182002277
49331,1.4150942894292724
49433,1.4151145188306844
49463,1.415134735962682
49481,1.4151549457401724
49499,1.4151751481685042
49559,1.4151953261381969
49811,1.4152154020250491
49853,1.4152354609984308
49919,1.415255493451004
50021,1.4152754850545306
50051,1.4152954646753173
50261,1.4153153608174553
50273,1.4153352522104496
50411,1.4153550891508
50423,1.4153749213702236
50513,1.415394718254194
50591,1.4154144846157997
50741,1.4154341925442993
50873,1.415453849336704
50969,1.415473469105583
50993,1.4154930796403624
51203,1.4155126097460202
51503,1.4155320260906992
51521,1.415551435651849
51539,1.415570838434208
51659,1.4155901961453523
51893,1.415609466567182
52103,1.4156286593199985
52121,1.415647845444593
52163,1.4156670161211262
52289,1.4156861406023746
52361,1.4157052387861373
52379,1.415724330406825
52511,1.415743374035779
52553,1.4157624024451942
52571,1.4157814243393945
52583,1.415800441892596
52631,1.4158194421015984
52733,1.4158384055590159
52883,1.4158573152275293
53051,1.4158761650135843
53093,1.4158949998882382
53309,1.4159137584468307
53411,1.415932481181848
53453,1.4159511892057193
53549,1.4159698636907703
53591,1.415988523540372
53639,1.4160071666918104
53849,1.416025737138801
53951,1.4160442724764222
54011,1.4160627872234182
54101,1.4160812711701105
54251,1.4160997040100582
54293,1.4161181225907225
54401,1.416136504605759
54413,1.416154882566908
54443,1.4161732504011566
54773,1.4161915075716602
54941,1.4162097089149193
54959,1.4162279042969312
55229,1.4162460107265245
55439,1.4162640485699198
55469,1.4162820766576805
55631,1.4163000522468303
55661,1.4163180181475508
55673,1.416335980175823
55721,1.4163539267309817
55733,1.4163718694220264
55799,1.416389790890153
55829,1.4164077027280868
55889,1.4164255953366502
55931,1.416443474509202
56009,1.4164613287826224
56081,1.416479160133704
56099,1.4164969857633942
56123,1.416514803770272
56393,1.4165325364675925
56489,1.4165502390291531
56519,1.4165679321942835
56531,1.416585621603634
56663,1.4166032698044
56681,1.4166209124006846
